date,product_name,category,customer_id,region,quantity,unit_price,revenue,inventory,cost,profit,profit_margin
2024-04-15,Notebook A4,Stationery,CUST_0176,North,1,5.35,5.35,1409,3.21,2.1399999999999997,40.0
2024-04-15,Office Chair,Furniture,CUST_0163,North,8,358.91,2871.26,86,1722.75,1148.5100000000002,40.0
2024-04-15,Wireless Mouse,Electronics,CUST_0121,Central,2,39.48,78.97,447,47.38,31.589999999999996,40.0
2024-04-15,Keyboard Mech,Electronics,CUST_0068,South,1,96.44,96.44,166,57.86,38.58,40.0
2024-04-15,Monitor 27inch,Electronics,CUST_0010,West,1,409.0,409.0,69,245.4,163.6,40.0
2024-04-15,Keyboard Mech,Electronics,CUST_0134,East,2,105.31,210.61,199,126.37,84.24000000000001,40.0
2024-04-15,Cable Manager,Accessories,CUST_0015,South,1,21.86,21.86,338,13.12,8.74,39.98
2024-04-15,Desk Lamp,Furniture,CUST_0003,South,7,64.5,451.48,178,270.89,180.59000000000003,40.0
2024-04-15,Desk Lamp,Furniture,CUST_0133,East,1,55.84,55.84,131,33.5,22.340000000000003,40.01
2024-04-15,Standing Desk,Furniture,CUST_0154,Central,1,554.43,554.43,22,332.66,221.76999999999992,40.0
2024-04-15,Notebook A4,Stationery,CUST_0158,South,2,4.89,9.78,1000,5.87,3.9099999999999993,39.98
2024-04-15,Desk Lamp,Furniture,CUST_0062,North,1,52.47,52.47,137,31.48,20.99,40.0
2024-04-16,Office Chair,Furniture,CUST_0071,West,5,339.53,1697.66,107,1018.6,679.0600000000001,40.0
2024-04-16,Monitor 27inch,Electronics,CUST_0104,Central,3,384.37,1153.11,53,691.87,461.2399999999999,40.0
2024-04-16,Standing Desk,Furniture,CUST_0189,North,1,677.9,677.9,36,406.74,271.15999999999997,40.0
2024-04-16,Wireless Mouse,Electronics,CUST_0186,Central,6,40.33,241.96,177,145.17,96.79000000000002,40.0
2024-04-16,Pen Set,Stationery,CUST_0071,South,3,12.59,37.76,1382,22.66,15.099999999999998,39.99
2024-04-16,Pen Set,Stationery,CUST_0117,West,17,13.55,230.42,1269,138.25,92.16999999999999,40.0
2024-04-16,Pen Set,Stationery,CUST_0105,Central,6,13.37,80.2,823,48.12,32.080000000000005,40.0
2024-04-16,Wireless Mouse,Electronics,CUST_0129,East,6,41.37,248.22,411,148.93,99.28999999999999,40.0
2024-04-16,Monitor 27inch,Electronics,CUST_0132,East,5,401.15,2005.73,80,1203.44,802.29,40.0
2024-04-16,Notebook A4,Stationery,CUST_0148,East,3,5.0,15.0,1165,9.0,6.0,40.0
2024-04-16,Cable Manager,Accessories,CUST_0097,Central,1,21.56,21.56,491,12.94,8.62,39.98
2024-04-17,Webcam HD,Electronics,CUST_0194,East,3,91.44,274.31,181,164.59,109.72,40.0
2024-04-17,Webcam HD,Electronics,CUST_0151,North,4,86.77,347.06,160,208.24,138.82,40.0
2024-04-17,Webcam HD,Electronics,CUST_0018,West,10,84.6,846.0,211,507.6,338.4,40.0
2024-04-17,Desk Lamp,Furniture,CUST_0057,South,3,63.09,189.27,148,113.56,75.71000000000001,40.0
2024-04-17,Monitor 27inch,Electronics,CUST_0091,Central,1,460.13,460.13,99,276.08,184.05,40.0
2024-04-17,Notebook A4,Stationery,CUST_0064,East,21,4.89,102.72,1385,61.63,41.089999999999996,40.0
2024-04-17,Wireless Mouse,Electronics,CUST_0192,East,1,48.31,48.31,465,28.99,19.320000000000004,39.99
2024-04-17,Wireless Mouse,Electronics,CUST_0046,West,4,40.93,163.73,397,98.24,65.49,40.0
2024-04-17,Monitor 27inch,Electronics,CUST_0147,East,1,505.25,505.25,63,303.15,202.10000000000002,40.0
2024-04-17,Office Chair,Furniture,CUST_0175,South,1,386.34,386.34,79,231.81,154.52999999999997,40.0
2024-04-17,Webcam HD,Electronics,CUST_0061,South,1,90.95,90.95,193,54.57,36.38,40.0
2024-04-17,USB-C Hub,Electronics,CUST_0052,South,1,54.77,54.77,290,32.86,21.910000000000004,40.0
2024-04-17,Pen Set,Stationery,CUST_0200,North,1,11.09,11.09,991,6.66,4.43,39.95
2024-04-17,Wireless Mouse,Electronics,CUST_0174,West,5,42.33,211.67,334,127.0,84.66999999999999,40.0
2024-04-18,Pen Set,Stationery,CUST_0011,West,27,13.6,367.26,1048,220.35,146.91,40.0
2024-04-18,Monitor 27inch,Electronics,CUST_0127,Central,2,469.67,939.35,101,563.61,375.74,40.0
2024-04-18,USB-C Hub,Electronics,CUST_0196,Central,1,48.73,48.73,257,29.24,19.49,40.0
2024-04-18,USB-C Hub,Electronics,CUST_0193,Central,9,49.02,441.14,261,264.68,176.45999999999998,40.0
2024-04-18,Office Chair,Furniture,CUST_0109,West,3,332.03,996.08,70,597.65,398.43000000000006,40.0
2024-04-18,Notebook A4,Stationery,CUST_0089,West,1,5.67,5.67,1222,3.4,2.27,40.04
2024-04-18,Desk Lamp,Furniture,CUST_0118,North,1,66.45,66.45,109,39.87,26.580000000000005,40.0
2024-04-18,Cable Manager,Accessories,CUST_0081,North,1,21.07,21.07,341,12.64,8.43,40.01
2024-04-18,Laptop Pro X1,Electronics,CUST_0098,Central,1,1334.3,1334.3,55,800.58,533.7199999999999,40.0
2024-04-18,Wireless Mouse,Electronics,CUST_0157,East,5,44.67,223.34,361,134.01,89.33000000000001,40.0
2024-04-19,Office Chair,Furniture,CUST_0061,East,2,385.33,770.65,73,462.39,308.26,40.0
2024-04-19,Webcam HD,Electronics,CUST_0088,East,2,80.27,160.53,206,96.32,64.21000000000001,40.0
2024-04-19,Office Chair,Furniture,CUST_0054,West,5,345.89,1729.47,74,1037.68,691.79,40.0
2024-04-19,Cable Manager,Accessories,CUST_0094,West,5,17.63,88.16,344,52.9,35.26,40.0
2024-04-19,USB-C Hub,Electronics,CUST_0147,South,3,57.82,173.47,227,104.08,69.39,40.0
2024-04-19,Pen Set,Stationery,CUST_0026,East,1,12.81,12.81,1120,7.69,5.12,39.97
2024-04-19,Standing Desk,Furniture,CUST_0098,South,6,583.4,3500.4,32,2100.24,1400.1600000000003,40.0
2024-04-19,Office Chair,Furniture,CUST_0190,South,1,325.91,325.91,57,195.55,130.36,40.0
2024-04-19,Webcam HD,Electronics,CUST_0046,West,1,90.61,90.61,194,54.37,36.24,40.0
2024-04-19,Webcam HD,Electronics,CUST_0162,Central,1,71.34,71.34,124,42.81,28.53,39.99
2024-04-19,Notebook A4,Stationery,CUST_0125,East,11,5.07,55.73,1830,33.44,22.29,40.0
2024-04-19,USB-C Hub,Electronics,CUST_0146,North,2,52.43,104.86,358,62.91,41.95,40.01
2024-04-19,Keyboard Mech,Electronics,CUST_0042,North,6,93.31,559.85,64,335.91,223.94,40.0
2024-04-19,Standing Desk,Furniture,CUST_0122,North,12,534.91,6418.88,21,3851.33,2567.55,40.0
2024-04-20,Webcam HD,Electronics,CUST_0067,East,2,83.92,167.83,236,100.7,67.13000000000001,40.0
2024-04-20,Monitor 27inch,Electronics,CUST_0066,East,1,488.48,488.48,96,293.09,195.39000000000004,40.0
2024-04-20,Laptop Pro X1,Electronics,CUST_0090,Central,3,1315.29,3945.87,70,2367.52,1578.35,40.0
2024-04-20,Standing Desk,Furniture,CUST_0167,Central,4,556.2,2224.79,62,1334.87,889.9200000000001,40.0
2024-04-20,Office Chair,Furniture,CUST_0073,East,1,351.35,351.35,69,210.81,140.54000000000002,40.0
2024-04-20,Monitor 27inch,Electronics,CUST_0125,West,1,429.08,429.08,71,257.45,171.63,40.0
2024-04-20,Wireless Mouse,Electronics,CUST_0074,West,1,41.01,41.01,403,24.6,16.409999999999997,40.01
2024-04-20,Desk Lamp,Furniture,CUST_0043,East,1,53.17,53.17,124,31.9,21.270000000000003,40.0
2024-04-20,Keyboard Mech,Electronics,CUST_0147,West,7,101.38,709.69,254,425.82,283.87000000000006,40.0
2024-04-20,Wireless Mouse,Electronics,CUST_0088,South,1,45.17,45.17,363,27.1,18.07,40.0
2024-04-20,Monitor 27inch,Electronics,CUST_0075,East,2,433.1,866.2,78,519.72,346.48,40.0
2024-04-20,Pen Set,Stationery,CUST_0070,West,15,10.33,154.92,975,92.95,61.969999999999985,40.0
2024-04-21,Monitor 27inch,Electronics,CUST_0134,West,1,408.13,408.13,51,244.88,163.25,40.0
2024-04-21,Keyboard Mech,Electronics,CUST_0006,South,1,90.48,90.48,230,54.29,36.190000000000005,40.0
2024-04-21,Cable Manager,Accessories,CUST_0065,North,2,21.05,42.11,395,25.26,16.849999999999998,40.01
2024-04-21,Standing Desk,Furniture,CUST_0027,North,13,596.98,7760.76,42,4656.46,3104.3,40.0
2024-04-21,Wireless Mouse,Electronics,CUST_0122,Central,1,48.44,48.44,333,29.06,19.38,40.01
2024-04-21,Laptop Pro X1,Electronics,CUST_0102,Central,1,1328.71,1328.71,55,797.23,531.48,40.0
2024-04-21,Wireless Mouse,Electronics,CUST_0159,South,1,47.79,47.79,300,28.67,19.119999999999997,40.01
2024-04-21,Wireless Mouse,Electronics,CUST_0100,East,5,42.8,214.02,391,128.41,85.61000000000001,40.0
2024-04-21,Standing Desk,Furniture,CUST_0073,West,1,510.11,510.11,49,306.06,204.05,40.0
2024-04-21,Desk Lamp,Furniture,CUST_0135,South,1,52.23,52.23,162,31.34,20.889999999999997,40.0
2024-04-21,Laptop Pro X1,Electronics,CUST_0092,East,1,1220.0,1220.0,77,732.0,488.0,40.0
2024-04-21,Webcam HD,Electronics,CUST_0139,East,7,89.02,623.15,221,373.89,249.26,40.0
2024-04-22,Notebook A4,Stationery,CUST_0179,Central,9,4.41,39.69,1445,23.82,15.869999999999997,39.98
2024-04-22,Office Chair,Furniture,CUST_0117,Central,1,328.8,328.8,89,197.28,131.52,40.0
2024-04-22,Keyboard Mech,Electronics,CUST_0164,Central,4,85.43,341.73,195,205.04,136.69000000000003,40.0
2024-04-22,USB-C Hub,Electronics,CUST_0124,Central,1,48.79,48.79,333,29.28,19.509999999999998,39.99
2024-04-22,Standing Desk,Furniture,CUST_0114,East,1,673.7,673.7,40,404.22,269.48,40.0
2024-04-22,Monitor 27inch,Electronics,CUST_0040,East,9,393.01,3537.1,50,2122.26,1414.8399999999997,40.0
2024-04-22,Laptop Pro X1,Electronics,CUST_0089,East,30,1108.91,33267.18,52,19960.31,13306.869999999999,40.0
2024-04-22,Webcam HD,Electronics,CUST_0177,West,2,68.32,136.63,184,81.98,54.64999999999999,40.0
2024-04-22,Webcam HD,Electronics,CUST_0197,West,8,86.47,691.73,181,415.04,276.69,40.0
2024-04-22,USB-C Hub,Electronics,CUST_0002,Central,1,51.44,51.44,267,30.86,20.58,40.01
2024-04-22,Monitor 27inch,Electronics,CUST_0144,West,1,433.4,433.4,88,260.04,173.35999999999996,40.0
2024-04-22,Keyboard Mech,Electronics,CUST_0184,West,1,100.45,100.45,202,60.27,40.18,40.0
2024-04-22,Keyboard Mech,Electronics,CUST_0021,West,2,89.59,179.19,180,107.51,71.67999999999999,40.0
2024-04-22,Desk Lamp,Furniture,CUST_0196,Central,1,62.62,62.62,115,37.57,25.049999999999997,40.0
2024-04-22,Cable Manager,Accessories,CUST_0073,Central,1,20.28,20.28,533,12.17,8.110000000000001,39.99
2024-04-23,USB-C Hub,Electronics,CUST_0018,South,1,49.71,49.71,387,29.82,19.89,40.01
2024-04-23,Office Chair,Furniture,CUST_0164,West,1,397.02,397.02,91,238.21,158.80999999999997,40.0
2024-04-23,Pen Set,Stationery,CUST_0180,Central,1,13.73,13.73,989,8.24,5.49,39.99
2024-04-23,Webcam HD,Electronics,CUST_0005,South,1,86.61,86.61,219,51.96,34.65,40.01
2024-04-23,Laptop Pro X1,Electronics,CUST_0006,South,8,1072.57,8580.54,50,5148.32,3432.220000000001,40.0
2024-04-23,Wireless Mouse,Electronics,CUST_0033,West,6,50.64,303.83,261,182.3,121.52999999999997,40.0
2024-04-23,Cable Manager,Accessories,CUST_0039,North,5,17.41,87.07,376,52.24,34.82999999999999,40.0
2024-04-23,Webcam HD,Electronics,CUST_0108,East,3,75.53,226.59,211,135.95,90.64000000000001,40.0
2024-04-23,Webcam HD,Electronics,CUST_0119,North,5,82.32,411.58,189,246.95,164.63,40.0
2024-04-23,Monitor 27inch,Electronics,CUST_0193,South,1,434.09,434.09,79,260.45,173.64,40.0
2024-04-23,Laptop Pro X1,Electronics,CUST_0101,North,3,1127.96,3383.89,64,2030.33,1353.56,40.0
2024-04-23,Notebook A4,Stationery,CUST_0050,East,3,5.15,15.45,1072,9.27,6.18,40.0
2024-04-23,Keyboard Mech,Electronics,CUST_0032,South,1,86.57,86.57,230,51.94,34.629999999999995,40.0
2024-04-24,Keyboard Mech,Electronics,CUST_0114,South,6,83.88,503.29,151,301.97,201.32,40.0
2024-04-24,Cable Manager,Accessories,CUST_0051,West,3,17.15,51.46,519,30.87,20.59,40.01
2024-04-24,Cable Manager,Accessories,CUST_0134,South,1,18.9,18.9,545,11.34,7.559999999999999,40.0
2024-04-24,Webcam HD,Electronics,CUST_0080,East,1,77.28,77.28,152,46.37,30.910000000000004,40.0
2024-04-24,Office Chair,Furniture,CUST_0011,Central,1,312.95,312.95,84,187.77,125.17999999999998,40.0
2024-04-24,Notebook A4,Stationery,CUST_0124,East,1,4.43,4.43,1464,2.66,1.7699999999999996,39.95
2024-04-24,Standing Desk,Furniture,CUST_0014,South,1,676.69,676.69,39,406.01,270.68000000000006,40.0
2024-04-24,Wireless Mouse,Electronics,CUST_0112,East,2,50.19,100.38,225,60.23,40.15,40.0
2024-04-24,Laptop Pro X1,Electronics,CUST_0071,Central,1,1212.44,1212.44,69,727.46,484.98,40.0
2024-04-24,Wireless Mouse,Electronics,CUST_0063,North,1,48.51,48.51,460,29.1,19.409999999999997,40.01
2024-04-24,Laptop Pro X1,Electronics,CUST_0177,West,4,1362.74,5450.97,44,3270.58,2180.3900000000003,40.0
2024-04-24,Cable Manager,Accessories,CUST_0096,North,1,17.3,17.3,398,10.38,6.92,40.0
2024-04-24,Standing Desk,Furniture,CUST_0024,Central,1,593.71,593.71,39,356.22,237.49,40.0
2024-04-24,Monitor 27inch,Electronics,CUST_0195,North,1,439.71,439.71,67,263.83,175.88,40.0
2024-04-24,Laptop Pro X1,Electronics,CUST_0040,Central,1,1366.16,1366.16,82,819.69,546.47,40.0
2024-04-24,Wireless Mouse,Electronics,CUST_0060,East,2,50.53,101.06,362,60.63,40.43,40.01
2024-04-24,Notebook A4,Stationery,CUST_0194,East,5,5.39,26.97,1639,16.18,10.79,40.01
2024-04-24,Webcam HD,Electronics,CUST_0006,West,1,88.36,88.36,246,53.02,35.339999999999996,40.0
2024-04-24,Monitor 27inch,Electronics,CUST_0065,North,8,489.68,3917.45,49,2350.47,1566.98,40.0
2024-04-25,Webcam HD,Electronics,CUST_0144,East,3,77.65,232.94,148,139.76,93.18,40.0
2024-04-25,Notebook A4,Stationery,CUST_0049,Central,4,4.93,19.7,1002,11.82,7.879999999999999,40.0
2024-04-25,Office Chair,Furniture,CUST_0083,West,4,317.07,1268.3,109,760.98,507.31999999999994,40.0
2024-04-25,USB-C Hub,Electronics,CUST_0154,Central,1,55.75,55.75,219,33.45,22.299999999999997,40.0
2024-04-25,Office Chair,Furniture,CUST_0040,West,1,348.17,348.17,99,208.9,139.27,40.0
2024-04-25,USB-C Hub,Electronics,CUST_0139,East,3,62.71,188.13,285,112.88,75.25,40.0
2024-04-25,Webcam HD,Electronics,CUST_0130,West,60,79.4,4764.14,154,2858.49,1905.6500000000005,40.0
2024-04-25,Cable Manager,Accessories,CUST_0005,Central,3,20.15,60.45,451,36.27,24.18,40.0
2024-04-25,Monitor 27inch,Electronics,CUST_0062,East,1,399.17,399.17,94,239.5,159.67000000000002,40.0
2024-04-25,Cable Manager,Accessories,CUST_0138,West,1,17.01,17.01,333,10.2,6.810000000000002,40.04
2024-04-25,Standing Desk,Furniture,CUST_0128,Central,1,609.12,609.12,37,365.47,243.64999999999998,40.0
2024-04-25,Office Chair,Furniture,CUST_0083,West,2,373.95,747.9,68,448.74,299.15999999999997,40.0
2024-04-25,Desk Lamp,Furniture,CUST_0025,Central,2,68.56,137.11,117,82.27,54.84000000000002,40.0
2024-04-25,Desk Lamp,Furniture,CUST_0034,South,3,57.15,171.45,150,102.87,68.57999999999998,40.0
2024-04-26,Laptop Pro X1,Electronics,CUST_0125,South,1,1161.71,1161.71,65,697.03,464.68000000000006,40.0
2024-04-26,Wireless Mouse,Electronics,CUST_0165,West,1,49.79,49.79,309,29.87,19.919999999999998,40.01
2024-04-26,Desk Lamp,Furniture,CUST_0160,Central,1,54.27,54.27,127,32.56,21.71,40.0
2024-04-26,USB-C Hub,Electronics,CUST_0057,Central,3,49.48,148.44,148,89.07,59.370000000000005,40.0
2024-04-26,Cable Manager,Accessories,CUST_0054,West,1,18.18,18.18,368,10.91,7.27,39.99
2024-04-26,Wireless Mouse,Electronics,CUST_0164,North,1,38.81,38.81,266,23.29,15.520000000000003,39.99
2024-04-26,Monitor 27inch,Electronics,CUST_0107,East,1,472.54,472.54,67,283.52,189.02000000000004,40.0
2024-04-26,Cable Manager,Accessories,CUST_0158,East,3,22.72,68.16,415,40.89,27.269999999999996,40.01
2024-04-26,Notebook A4,Stationery,CUST_0019,East,1,4.64,4.64,1169,2.78,1.8599999999999999,40.09
2024-04-26,Wireless Mouse,Electronics,CUST_0133,North,1,48.05,48.05,326,28.83,19.22,40.0
2024-04-26,Wireless Mouse,Electronics,CUST_0137,West,2,45.87,91.74,491,55.04,36.699999999999996,40.0
2024-04-26,Standing Desk,Furniture,CUST_0169,South,1,539.93,539.93,38,323.96,215.96999999999997,40.0
2024-04-26,Pen Set,Stationery,CUST_0046,Central,7,12.82,89.74,1030,53.84,35.89999999999999,40.0
2024-04-26,Cable Manager,Accessories,CUST_0192,North,2,21.57,43.15,368,25.89,17.259999999999998,40.0
2024-04-26,Desk Lamp,Furniture,CUST_0173,West,2,62.22,124.44,171,74.66,49.78,40.0
2024-04-26,Cable Manager,Accessories,CUST_0027,South,2,19.94,39.88,398,23.93,15.950000000000003,39.99
2024-04-26,Office Chair,Furniture,CUST_0130,East,4,318.24,1272.97,121,763.78,509.19000000000005,40.0
2024-04-26,Desk Lamp,Furniture,CUST_0154,West,1,54.34,54.34,82,32.61,21.730000000000004,39.99
2024-04-26,Monitor 27inch,Electronics,CUST_0141,East,1,441.59,441.59,81,264.96,176.63,40.0
2024-04-27,Monitor 27inch,Electronics,CUST_0163,West,7,508.44,3559.06,100,2135.44,1423.62,40.0
2024-04-27,Cable Manager,Accessories,CUST_0062,Central,1,21.42,21.42,417,12.85,8.570000000000002,40.01
2024-04-27,Notebook A4,Stationery,CUST_0197,Central,1,4.96,4.96,906,2.98,1.98,39.92
2024-04-27,Cable Manager,Accessories,CUST_0116,West,1,19.91,19.91,387,11.95,7.960000000000001,39.98
2024-04-27,Keyboard Mech,Electronics,CUST_0073,Central,10,108.47,1084.65,271,650.79,433.8600000000001,40.0
2024-04-27,Laptop Pro X1,Electronics,CUST_0078,North,1,1194.06,1194.06,48,716.44,477.6199999999999,40.0
2024-04-27,USB-C Hub,Electronics,CUST_0055,East,1,47.99,47.99,309,28.79,19.200000000000003,40.01
2024-04-27,Laptop Pro X1,Electronics,CUST_0177,East,2,1090.18,2180.37,48,1308.22,872.1499999999999,40.0
2024-04-27,Notebook A4,Stationery,CUST_0147,Central,1,5.4,5.4,1695,3.24,2.16,40.0
2024-04-27,Office Chair,Furniture,CUST_0118,East,1,301.33,301.33,80,180.8,120.52999999999997,40.0
2024-04-27,Office Chair,Furniture,CUST_0094,Central,1,385.09,385.09,85,231.05,154.03999999999996,40.0
2024-04-27,Standing Desk,Furniture,CUST_0077,North,1,661.92,661.92,47,397.15,264.77,40.0
2024-04-27,Pen Set,Stationery,CUST_0056,North,1,11.72,11.72,561,7.03,4.69,40.02
2024-04-27,Cable Manager,Accessories,CUST_0124,South,1,20.43,20.43,548,12.26,8.17,39.99
2024-04-27,Webcam HD,Electronics,CUST_0177,Central,1,75.57,75.57,204,45.34,30.22999999999999,40.0
2024-04-27,Wireless Mouse,Electronics,CUST_0077,North,10,48.6,485.99,369,291.59,194.40000000000003,40.0
2024-04-28,Cable Manager,Accessories,CUST_0098,North,2,18.71,37.42,523,22.45,14.970000000000002,40.01
2024-04-28,Laptop Pro X1,Electronics,CUST_0086,East,1,1292.8,1292.8,90,775.68,517.12,40.0
2024-04-28,Keyboard Mech,Electronics,CUST_0031,South,7,89.81,628.7,211,377.22,251.48000000000002,40.0
2024-04-28,Cable Manager,Accessories,CUST_0155,North,2,22.48,44.95,481,26.97,17.980000000000004,40.0
2024-04-28,Desk Lamp,Furniture,CUST_0098,North,1,60.84,60.84,112,36.5,24.340000000000003,40.01
2024-04-28,USB-C Hub,Electronics,CUST_0082,Central,2,55.98,111.95,304,67.17,44.78,40.0
2024-04-28,Pen Set,Stationery,CUST_0129,South,1,10.56,10.56,1073,6.34,4.220000000000001,39.96
2024-04-28,Office Chair,Furniture,CUST_0188,West,1,360.84,360.84,76,216.5,144.33999999999997,40.0
2024-04-28,Webcam HD,Electronics,CUST_0148,Central,8,84.39,675.16,213,405.09,270.07,40.0
2024-04-28,Wireless Mouse,Electronics,CUST_0075,West,4,46.1,184.41,334,110.65,73.75999999999999,40.0
2024-04-28,Office Chair,Furniture,CUST_0022,West,6,340.17,2041.04,70,1224.63,816.4099999999999,40.0
2024-04-28,Pen Set,Stationery,CUST_0141,West,1,12.44,12.44,987,7.47,4.97,39.95
2024-04-28,USB-C Hub,Electronics,CUST_0129,West,1,51.86,51.86,268,31.12,20.74,39.99
2024-04-28,Cable Manager,Accessories,CUST_0035,West,1,21.06,21.06,393,12.64,8.419999999999998,39.98
2024-04-28,Notebook A4,Stationery,CUST_0102,Central,4,4.53,18.1,1861,10.86,7.240000000000002,40.0
2024-04-28,Standing Desk,Furniture,CUST_0189,Central,1,620.99,620.99,43,372.6,248.39,40.0
2024-04-29,Standing Desk,Furniture,CUST_0069,West,12,536.63,6439.59,45,3863.75,2575.84,40.0
2024-04-29,Monitor 27inch,Electronics,CUST_0148,North,4,409.98,1639.91,74,983.95,655.96,40.0
2024-04-29,Wireless Mouse,Electronics,CUST_0109,East,2,43.99,87.99,251,52.79,35.199999999999996,40.0
2024-04-29,Monitor 27inch,Electronics,CUST_0089,Central,1,502.01,502.01,73,301.2,200.81,40.0
2024-04-29,Desk Lamp,Furniture,CUST_0079,South,1,60.69,60.69,105,36.41,24.28,40.01
2024-04-29,Monitor 27inch,Electronics,CUST_0114,Central,8,400.55,3204.39,75,1922.63,1281.7599999999998,40.0
2024-04-29,Office Chair,Furniture,CUST_0060,South,8,376.4,3011.2,103,1806.72,1204.4799999999998,40.0
2024-04-29,Desk Lamp,Furniture,CUST_0194,North,1,67.89,67.89,97,40.73,27.160000000000004,40.01
2024-04-29,Wireless Mouse,Electronics,CUST_0063,Central,3,42.73,128.2,305,76.92,51.27999999999999,40.0
2024-04-29,Office Chair,Furniture,CUST_0074,North,1,375.05,375.05,94,225.03,150.02,40.0
2024-04-29,Monitor 27inch,Electronics,CUST_0029,East,1,434.78,434.78,49,260.87,173.90999999999997,40.0
2024-04-29,Webcam HD,Electronics,CUST_0085,South,1,91.44,91.44,141,54.86,36.58,40.0
2024-04-29,Cable Manager,Accessories,CUST_0053,Central,1,21.81,21.81,438,13.09,8.719999999999999,39.98
2024-04-30,Notebook A4,Stationery,CUST_0141,West,4,4.74,18.96,1330,11.37,7.590000000000002,40.03
2024-04-30,Pen Set,Stationery,CUST_0037,North,2,11.62,23.24,683,13.94,9.299999999999999,40.02
2024-04-30,Keyboard Mech,Electronics,CUST_0170,Central,1,87.26,87.26,226,52.35,34.910000000000004,40.01
2024-04-30,Laptop Pro X1,Electronics,CUST_0016,East,1,1127.97,1127.97,61,676.78,451.19000000000005,40.0
2024-04-30,Standing Desk,Furniture,CUST_0159,East,1,582.0,582.0,51,349.2,232.8,40.0
2024-04-30,Laptop Pro X1,Electronics,CUST_0003,North,6,1229.99,7379.94,52,4427.97,2951.9699999999993,40.0
2024-04-30,Keyboard Mech,Electronics,CUST_0170,East,1,99.7,99.7,259,59.82,39.88,40.0
2024-04-30,Wireless Mouse,Electronics,CUST_0099,South,10,47.71,477.15,368,286.29,190.85999999999996,40.0
2024-04-30,Keyboard Mech,Electronics,CUST_0182,North,3,100.46,301.39,209,180.84,120.54999999999998,40.0
2024-04-30,Monitor 27inch,Electronics,CUST_0153,Central,1,387.68,387.68,70,232.61,155.07,40.0
2024-04-30,Wireless Mouse,Electronics,CUST_0129,West,7,45.03,315.18,324,189.11,126.07,40.0
2024-04-30,Notebook A4,Stationery,CUST_0006,North,2,5.33,10.65,1285,6.39,4.260000000000001,40.0
2024-04-30,Standing Desk,Furniture,CUST_0079,East,1,592.24,592.24,39,355.34,236.90000000000003,40.0
2024-04-30,Webcam HD,Electronics,CUST_0041,North,10,77.27,772.65,194,463.59,309.06,40.0
2024-04-30,Monitor 27inch,Electronics,CUST_0091,East,1,499.0,499.0,66,299.4,199.60000000000002,40.0
2024-04-30,Standing Desk,Furniture,CUST_0129,East,2,522.38,1044.75,33,626.85,417.9,40.0
2024-04-30,Laptop Pro X1,Electronics,CUST_0100,North,5,1093.44,5467.19,58,3280.31,2186.8799999999997,40.0
2024-04-30,Notebook A4,Stationery,CUST_0058,South,1,5.09,5.09,1396,3.05,2.04,40.08
2024-04-30,Monitor 27inch,Electronics,CUST_0169,South,1,421.77,421.77,62,253.06,168.70999999999998,40.0
2024-04-30,Wireless Mouse,Electronics,CUST_0134,Central,1,49.83,49.83,372,29.9,19.93,40.0
2024-04-30,Desk Lamp,Furniture,CUST_0107,South,4,56.36,225.45,147,135.27,90.17999999999998,40.0
2024-04-30,Pen Set,Stationery,CUST_0080,Central,1,11.9,11.9,1158,7.14,4.760000000000001,40.0
2024-04-30,Monitor 27inch,Electronics,CUST_0034,South,1,509.39,509.39,84,305.63,203.76,40.0
2024-05-01,Desk Lamp,Furniture,CUST_0139,South,3,59.29,177.86,131,106.72,71.14000000000001,40.0
2024-05-01,Office Chair,Furniture,CUST_0181,Central,1,327.09,327.09,93,196.25,130.83999999999997,40.0
2024-05-01,Office Chair,Furniture,CUST_0198,South,1,301.63,301.63,92,180.98,120.65,40.0
2024-05-01,Desk Lamp,Furniture,CUST_0041,East,2,59.42,118.84,129,71.3,47.540000000000006,40.0
2024-05-01,Wireless Mouse,Electronics,CUST_0185,North,1,44.03,44.03,320,26.42,17.61,40.0
2024-05-01,Office Chair,Furniture,CUST_0038,North,2,342.95,685.9,79,411.54,274.35999999999996,40.0
2024-05-01,Monitor 27inch,Electronics,CUST_0106,West,1,446.89,446.89,53,268.14,178.75,40.0
2024-05-01,USB-C Hub,Electronics,CUST_0164,East,9,62.04,558.4,373,335.04,223.35999999999996,40.0
2024-05-01,Office Chair,Furniture,CUST_0028,South,1,350.94,350.94,79,210.56,140.38,40.0
2024-05-01,Office Chair,Furniture,CUST_0157,Central,1,327.17,327.17,103,196.3,130.87,40.0
2024-05-01,USB-C Hub,Electronics,CUST_0157,South,20,53.43,1068.64,273,641.18,427.46000000000015,40.0
2024-05-02,Pen Set,Stationery,CUST_0176,North,2,11.78,23.56,1190,14.14,9.419999999999998,39.98
2024-05-02,Monitor 27inch,Electronics,CUST_0200,West,1,417.44,417.44,73,250.46,166.98,40.0
2024-05-02,Office Chair,Furniture,CUST_0155,West,8,398.99,3191.91,93,1915.15,1276.7599999999998,40.0
2024-05-02,Cable Manager,Accessories,CUST_0048,West,2,19.01,38.02,415,22.81,15.210000000000004,40.01
2024-05-02,Webcam HD,Electronics,CUST_0042,South,1,68.34,68.34,154,41.0,27.340000000000003,40.01
2024-05-02,Standing Desk,Furniture,CUST_0196,North,1,590.99,590.99,39,354.59,236.40000000000003,40.0
